Temperature,Match,Total Goal,Home Goal,Away Goal,Total Card,Home Yellow Card,Home Red Card,Away Yellow Card,Away Red Card,Total Yellow Card,Total Red Card
-3,1,2.0,1.0,1.0,3.0,2.0,0.0,1.0,0.0,3.0,0.0
-1,3,2.3333333333333335,0.6666666666666666,1.6666666666666667,2.3333333333333335,0.6666666666666666,0.0,1.6666666666666667,0.0,2.3333333333333335,0.0
0,17,2.2941176470588234,1.3529411764705883,0.9411764705882353,4.0,1.8235294117647058,0.0,2.0,0.17647058823529413,3.823529411764706,0.17647058823529413
1,16,2.6875,1.0625,1.625,3.875,1.6875,0.0625,2.0625,0.0625,3.75,0.125
2,9,2.7777777777777777,1.2222222222222223,1.5555555555555556,2.888888888888889,1.1111111111111112,0.0,1.7777777777777777,0.0,2.888888888888889,0.0
3,14,2.5,0.9285714285714286,1.5714285714285714,4.0,1.6428571428571428,0.07142857142857142,2.142857142857143,0.14285714285714285,3.7857142857142856,0.21428571428571427
4,20,2.9,0.6,2.3,3.0,1.4,0.1,1.4,0.1,2.8,0.2
5,25,2.68,0.96,1.72,3.64,1.68,0.08,1.88,0.0,3.56,0.08
6,23,2.1739130434782608,0.8695652173913043,1.3043478260869565,3.6956521739130435,1.5217391304347827,0.0,2.0869565217391304,0.08695652173913043,3.608695652173913,0.08695652173913043
7,32,3.0,1.5,1.5,3.90625,1.9375,0.0,1.90625,0.0625,3.84375,0.0625
8,39,2.128205128205128,0.7692307692307693,1.358974358974359,3.7435897435897436,1.6666666666666667,0.1282051282051282,1.8974358974358974,0.05128205128205128,3.5641025641025643,0.1794871794871795
9,23,2.608695652173913,1.0434782608695652,1.565217391304348,3.9130434782608696,1.9565217391304348,0.0,1.7391304347826086,0.21739130434782608,3.6956521739130435,0.21739130434782608
10,21,1.9523809523809523,0.2857142857142857,1.6666666666666667,4.380952380952381,2.5238095238095237,0.09523809523809523,1.7142857142857142,0.047619047619047616,4.238095238095238,0.14285714285714285
11,32,2.375,0.8125,1.5625,3.75,1.71875,0.125,1.84375,0.0625,3.5625,0.1875
12,13,2.769230769230769,1.0769230769230769,1.6923076923076923,4.538461538461538,1.7692307692307692,0.15384615384615385,2.3846153846153846,0.23076923076923078,4.153846153846154,0.38461538461538464
13,17,2.0588235294117645,1.0588235294117647,1.0,2.9411764705882355,1.1176470588235294,0.0,1.6470588235294117,0.17647058823529413,2.764705882352941,0.17647058823529413
14,10,2.9,0.9,2.0,4.8,2.2,0.1,2.1,0.4,4.3,0.5
15,12,2.1666666666666665,1.0,1.1666666666666667,3.9166666666666665,1.9166666666666667,0.08333333333333333,1.8333333333333333,0.08333333333333333,3.75,0.16666666666666666
16,7,3.7142857142857144,0.7142857142857143,3.0,3.857142857142857,1.8571428571428572,0.0,2.0,0.0,3.857142857142857,0.0
17,12,3.25,1.1666666666666667,2.0833333333333335,4.0,1.8333333333333333,0.16666666666666666,1.8333333333333333,0.16666666666666666,3.6666666666666665,0.3333333333333333
19,2,2.0,0.0,2.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0
21,1,5.0,2.0,3.0,4.0,0.0,1.0,3.0,0.0,3.0,1.0
