Temperature,Match,Total Goal,Home Goal,Away Goal,Total Card,Home Yellow Card,Home Red Card,Away Yellow Card,Away Red Card,Total Yellow Card,Total Red Card
0,1,2.0,2.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,0.0
3,1,2.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
5,1,5.0,4.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
6,2,2.0,1.0,1.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0
7,1,7.0,3.0,4.0,5.0,2.0,0.0,3.0,0.0,5.0,0.0
8,1,4.0,2.0,2.0,2.0,1.0,0.0,1.0,0.0,2.0,0.0
10,2,3.5,1.5,2.0,6.0,3.0,0.5,2.5,0.0,5.5,0.5
