Temperature,Match,Total Goal,Home Goal,Away Goal,Total Card,Home Yellow Card,Home Red Card,Away Yellow Card,Away Red Card,Total Yellow Card,Total Red Card
-1,1,3.0,1.0,2.0,3.0,0.0,0.0,3.0,0.0,3.0,0.0
0,1,0.0,0.0,0.0,3.0,2.0,0.0,1.0,0.0,3.0,0.0
5,1,3.0,3.0,0.0,3.0,1.0,0.0,2.0,0.0,3.0,0.0
7,1,1.0,0.0,1.0,6.0,4.0,0.0,2.0,0.0,6.0,0.0
8,1,2.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
9,2,4.0,2.0,2.0,3.0,1.0,0.5,1.0,0.5,2.0,1.0
10,3,3.6666666666666665,1.6666666666666667,2.0,2.6666666666666665,1.3333333333333333,0.0,1.3333333333333333,0.0,2.6666666666666665,0.0
12,1,4.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
