Temperature,Match,Total Goal,Home Goal,Away Goal,Total Card,Home Yellow Card,Home Red Card,Away Yellow Card,Away Red Card,Total Yellow Card,Total Red Card
2,1,4.0,3.0,1.0,4.0,3.0,0.0,1.0,0.0,4.0,0.0
5,1,3.0,2.0,1.0,3.0,0.0,0.0,3.0,0.0,3.0,0.0
9,1,1.0,1.0,0.0,4.0,1.0,0.0,3.0,0.0,4.0,0.0
11,1,5.0,2.0,3.0,4.0,2.0,0.0,2.0,0.0,4.0,0.0
12,2,4.5,1.5,3.0,5.5,1.0,0.5,3.0,1.0,4.0,1.5
