Temperature,Match,Total Goal,Home Goal,Away Goal,Total Card,Home Yellow Card,Home Red Card,Away Yellow Card,Away Red Card,Total Yellow Card,Total Red Card
3,1,4.0,4.0,0.0,5.0,2.0,0.0,3.0,0.0,5.0,0.0
4,1,5.0,5.0,0.0,3.0,1.0,0.0,2.0,0.0,3.0,0.0
6,1,0.0,0.0,0.0,4.0,1.0,0.0,3.0,0.0,4.0,0.0
9,1,6.0,2.0,4.0,5.0,3.0,0.0,2.0,0.0,5.0,0.0
12,2,2.0,1.0,1.0,4.0,1.5,1.0,1.5,0.0,3.0,1.0
14,3,3.6666666666666665,2.0,1.6666666666666667,3.0,1.0,0.0,2.0,0.0,3.0,0.0
