Temperature,Match,Total Goal,Home Goal,Away Goal,Total Card,Home Yellow Card,Home Red Card,Away Yellow Card,Away Red Card,Total Yellow Card,Total Red Card
5,1,3.0,0.0,3.0,4.0,3.0,0.0,1.0,0.0,4.0,0.0
6,1,1.0,0.0,1.0,2.0,1.0,0.0,1.0,0.0,2.0,0.0
7,2,3.5,2.0,1.5,3.0,0.0,0.5,2.5,0.0,2.5,0.5
8,3,3.6666666666666665,2.0,1.6666666666666667,0.6666666666666666,0.3333333333333333,0.0,0.3333333333333333,0.0,0.6666666666666666,0.0
11,1,5.0,3.0,2.0,3.0,1.0,0.0,2.0,0.0,3.0,0.0
13,2,2.0,1.0,1.0,3.0,1.0,0.0,2.0,0.0,3.0,0.0
14,1,3.0,2.0,1.0,2.0,1.0,0.0,1.0,0.0,2.0,0.0
