Temperature,Match,Total Goal,Home Goal,Away Goal,Total Card,Home Yellow Card,Home Red Card,Away Yellow Card,Away Red Card,Total Yellow Card,Total Red Card
0,3,3.0,1.3333333333333333,1.6666666666666667,5.333333333333333,1.3333333333333333,1.0,2.6666666666666665,0.3333333333333333,4.0,1.3333333333333333
3,1,3.0,0.0,3.0,6.0,4.0,0.0,2.0,0.0,6.0,0.0
7,2,3.0,2.0,1.0,3.5,1.0,0.0,2.5,0.0,3.5,0.0
8,1,0.0,0.0,0.0,3.0,1.0,0.0,2.0,0.0,3.0,0.0
9,2,3.0,3.0,0.0,4.5,1.0,0.0,3.0,0.5,4.0,0.5
